topic_name,topic_link,topic_views,topic_author,topic_author_link,topic_replies,topic_lp_time,,
PI with spdif or line input to send hi quality aud,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=144883,65,Lensteruk,https://www.raspberrypi.org/forums/memberlist,1,"Tue Apr 19, 2016 9:26 am",,
Pi 2 GQRX and SDR Radio,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=136406,761,hagensieker,https://www.raspberrypi.org/forums/memberlist,3,"Mon Apr 18, 2016 11:46 pm",,
HDMI to CSI-2 via TC358743 on kernel 4.1,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=120702,7771,realies,https://www.raspberrypi.org/forums/memberlist,83,"Mon Apr 18, 2016 9:39 pm",,
Spotify on RPI3,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=144533,315,gredy,https://www.raspberrypi.org/forums/memberlist,5,"Mon Apr 18, 2016 8:05 pm",,
Audio delay when using pulseaudio and gstreamer,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=144967,18,JohanK,https://www.raspberrypi.org/forums/memberlist,0,"Mon Apr 18, 2016 1:06 pm",,
Sonic Pi Error (#Loading previous buffer contents.,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=144964,55,mtibo62,https://www.raspberrypi.org/forums/memberlist,0,"Mon Apr 18, 2016 12:45 pm",,
Building a drum sample player,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=144956,28,espillier,https://www.raspberrypi.org/forums/memberlist,0,"Mon Apr 18, 2016 11:37 am",,
Kolban's book on the Raspberry Pi - FREE,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=134552,1010,kolban,https://www.raspberrypi.org/forums/memberlist,1,"Fri Apr 01, 2016 3:54 am",,
Raspberry Pi Networking Cookbook (free epub TODAY),https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=126916,2729,ulysess,https://www.raspberrypi.org/forums/memberlist,1,"Fri Feb 26, 2016 4:54 pm",,
Out Now - Drag 'N Drop 7i2 (Winter 2016),https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=136888,340,Drag N Drop Editor,https://www.raspberrypi.org/forums/memberlist,0,"Sat Feb 20, 2016 10:17 am",,
Building a Home Security System with Raspberry Pi,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=133007,780,cubiksoundz,https://www.raspberrypi.org/forums/memberlist,0,"Sun Jan 17, 2016 8:55 pm",,
Call for papers (Journal of Electronics),https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=132205,366,sjj698,https://www.raspberrypi.org/forums/memberlist,0,"Mon Jan 11, 2016 9:27 am",,
UK: Linux / Raspberry mags fading from shelves?,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=126356,4377,SiriusHardware,https://www.raspberrypi.org/forums/memberlist,22,"Wed Nov 25, 2015 12:20 pm",,
Out Now - Drag 'N Drop 7i1 (Autumn 2015),https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=124302,686,Drag N Drop Editor,https://www.raspberrypi.org/forums/memberlist,0,"Mon Oct 26, 2015 9:02 pm",,
Good current book B+ & Pi 2 B _ Camera ops,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=121471,965,FortressGrump,https://www.raspberrypi.org/forums/memberlist,0,"Wed Sep 23, 2015 7:48 pm",,
Linux User & Developer #117 - PiPong,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=21371,2605,billb,https://www.raspberrypi.org/forums/memberlist,4,"Thu Aug 06, 2015 9:08 am",,
GutenFree,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=117246,916,FigNewton,https://www.raspberrypi.org/forums/memberlist,0,"Mon Aug 03, 2015 2:04 am",,
FREE Desktop Guide from Bruce Smith,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=97619,2208,MonitorMan,https://www.raspberrypi.org/forums/memberlist,1,"Mon Jul 13, 2015 10:00 am",,
Proposal for an E-Zine,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=114291,929,MonkeyCar76,https://www.raspberrypi.org/forums/memberlist,3,"Sun Jun 28, 2015 1:08 am",,
Adventures in Minecraft,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=94921,2908,bantammenace2012,https://www.raspberrypi.org/forums/memberlist,11,"Tue May 05, 2015 8:32 am",,
speech synthesis for python,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=106416,1735,metalj,https://www.raspberrypi.org/forums/memberlist,4,"Thu Apr 16, 2015 1:09 pm",,
Out Now! Drag 'N Drop Vol.6 No.2,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=98097,1604,Drag N Drop Editor,https://www.raspberrypi.org/forums/memberlist,1,"Wed Mar 25, 2015 3:25 pm",,
Last chance for The MagPi Issues 1-30,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=102947,1987,semtex,https://www.raspberrypi.org/forums/memberlist,0,"Fri Mar 06, 2015 6:37 am",,
MagPi Hard copies,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=98862,1483,IanK,https://www.raspberrypi.org/forums/memberlist,1,"Fri Feb 27, 2015 4:30 pm",,
Raspberry Pi for Secret Agents - Second Edition,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=100602,2484,Mogwai,https://www.raspberrypi.org/forums/memberlist,2,"Tue Feb 17, 2015 4:01 pm",,
magpi python version question,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=100197,905,metalj,https://www.raspberrypi.org/forums/memberlist,1,"Sat Feb 14, 2015 7:17 pm",,
PiAddict Magazine not available after 31st Decembe,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=94630,2383,PiAddict,https://www.raspberrypi.org/forums/memberlist,18,"Wed Dec 31, 2014 9:16 pm",,
MagPi Issue 29,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=93364,1837,williamhbell,https://www.raspberrypi.org/forums/memberlist,1,"Wed Dec 17, 2014 6:07 pm",,
NEW BOOK: Raspberry Pi Insider Guide,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=92898,2003,MonitorMan,https://www.raspberrypi.org/forums/memberlist,0,"Mon Dec 01, 2014 6:07 am",,
MagPi Issue 28,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=91158,1462,williamhbell,https://www.raspberrypi.org/forums/memberlist,0,"Sat Nov 08, 2014 3:14 pm",,
Out Now! Drag 'N Drop Volume 6 Issue 1,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=89838,1467,Drag N Drop Editor,https://www.raspberrypi.org/forums/memberlist,0,"Wed Oct 22, 2014 6:25 pm",,
MagPi Issue 27 : delayed,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=86183,5071,williamhbell,https://www.raspberrypi.org/forums/memberlist,23,"Tue Oct 07, 2014 3:22 pm",,
AirPlay Receiver - best software?,https://www.raspberrypi.org/forums/viewtopic.php?f=35&t=124122,4034,ajmas,https://www.raspberrypi.org/forums/memberlist,10,"Thu Apr 21, 2016 9:37 pm",,
Kodi on Ubuntu MATE 15.10,https://www.raspberrypi.org/forums/viewtopic.php?f=35&t=124572,17539,Kratos,https://www.raspberrypi.org/forums/memberlist,74,"Thu Apr 21, 2016 2:24 pm",,
openelec pvr timer,https://www.raspberrypi.org/forums/viewtopic.php?f=35&t=145341,85,easy_pi,https://www.raspberrypi.org/forums/memberlist,1,"Thu Apr 21, 2016 4:43 am",,
Stream live TV to remote location,https://www.raspberrypi.org/forums/viewtopic.php?f=35&t=143884,1468,Stefan2902,https://www.raspberrypi.org/forums/memberlist,28,"Wed Apr 20, 2016 4:26 pm",,
Codec nightmare,https://www.raspberrypi.org/forums/viewtopic.php?f=35&t=145240,92,Piland,https://www.raspberrypi.org/forums/memberlist,1,"Wed Apr 20, 2016 11:17 am",,
video formats setting?,https://www.raspberrypi.org/forums/viewtopic.php?f=35&t=145114,230,allawi90,https://www.raspberrypi.org/forums/memberlist,4,"Wed Apr 20, 2016 7:13 am",,
Conected Frame,https://www.raspberrypi.org/forums/viewtopic.php?f=35&t=144959,93,Ilidjane,https://www.raspberrypi.org/forums/memberlist,1,"Tue Apr 19, 2016 5:24 pm",,
"h.265 1080p, absolutely no way?",https://www.raspberrypi.org/forums/viewtopic.php?f=35&t=145050,275,Max_pof,https://www.raspberrypi.org/forums/memberlist,2,"Tue Apr 19, 2016 5:04 pm",,
Network streaming issue.,https://www.raspberrypi.org/forums/viewtopic.php?f=35&t=145019,61,falumittir,https://www.raspberrypi.org/forums/memberlist,0,"Mon Apr 18, 2016 6:05 pm",,
HMC Media Server running on Raspberry Pi 3,https://www.raspberrypi.org/forums/viewtopic.php?f=35&t=144931,179,scotthong,https://www.raspberrypi.org/forums/memberlist,1,"Mon Apr 18, 2016 5:16 pm",,
Spotify Offline Playback...has this ever been achi,https://www.raspberrypi.org/forums/viewtopic.php?f=35&t=122192,1183,willshill,https://www.raspberrypi.org/forums/memberlist,8,"Mon Apr 18, 2016 6:57 am",,
ScottTV- A Simple MediaPlayer For My Autistic Son,https://www.raspberrypi.org/forums/viewtopic.php?f=35&t=144395,421,awall99,https://www.raspberrypi.org/forums/memberlist,6,"Sun Apr 17, 2016 9:23 pm",,
Raspberry Pi 3 - AP/Client,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=139496,603,pi_eter,https://www.raspberrypi.org/forums/memberlist,4,"Thu Apr 21, 2016 9:06 pm",,
How To: Wifi to Ethernet Bridge,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=132674,1212,pathead,https://www.raspberrypi.org/forums/memberlist,8,"Thu Apr 21, 2016 6:59 pm",,
Pi3 as a wireless AP and also a Wireless station,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=145385,44,rakhmatf,https://www.raspberrypi.org/forums/memberlist,1,"Thu Apr 21, 2016 5:34 pm",,
Raspberry-Wifi-Router project,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=102340,8374,ronnyvdbr,https://www.raspberrypi.org/forums/memberlist,59,"Thu Apr 21, 2016 3:56 pm",,
asterisk mysql,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=145392,73,atux_null,https://www.raspberrypi.org/forums/memberlist,1,"Thu Apr 21, 2016 1:56 pm",,
Autorun Screen at Console,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=145250,259,TehBIGrat,https://www.raspberrypi.org/forums/memberlist,5,"Thu Apr 21, 2016 6:57 am",,
connect raspberry pi3 over wifi,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=145325,138,soufian,https://www.raspberrypi.org/forums/memberlist,1,"Wed Apr 20, 2016 11:46 pm",,
simple communicating between pi's,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=145312,130,chuco61,https://www.raspberrypi.org/forums/memberlist,2,"Wed Apr 20, 2016 9:27 pm",,
Raspberry Pi 3 WiFI hotspot?,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=138550,7512,TeeSee64,https://www.raspberrypi.org/forums/memberlist,13,"Wed Apr 20, 2016 8:26 pm",,
RPi3 Bluetooth communication,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=144453,432,Sapiens,https://www.raspberrypi.org/forums/memberlist,6,"Wed Apr 20, 2016 6:47 pm",,
Signal Increase,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=145292,104,jecker10,https://www.raspberrypi.org/forums/memberlist,2,"Wed Apr 20, 2016 5:39 pm",,
"Wifi AP using TL-WN725N for Pi 1 512MB, B+, 2B or ",https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=143613,277,MrEngman,https://www.raspberrypi.org/forums/memberlist,3,"Wed Apr 20, 2016 3:23 pm",,
Pi ipv6 router configuration,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=145267,81,nicknml,https://www.raspberrypi.org/forums/memberlist,0,"Wed Apr 20, 2016 2:48 pm",,
web based server home automation using raspberry p,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=145122,245,Hariskhalid,https://www.raspberrypi.org/forums/memberlist,2,"Wed Apr 20, 2016 1:50 pm",,
RaspiVid kills WiFi,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=145005,310,GarethS,https://www.raspberrypi.org/forums/memberlist,6,"Wed Apr 20, 2016 9:52 am",,
Multi-Point SLIP / Token Ring over Serial,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=144840,235,hippy,https://www.raspberrypi.org/forums/memberlist,4,"Tue Apr 19, 2016 5:51 pm",,
Automated OpenVPN Server Setup Script,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=137240,3176,StarshipEngineer,https://www.raspberrypi.org/forums/memberlist,39,"Tue Apr 19, 2016 8:30 am",,
RPI as VPN gateway,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=19350,51575,juekr,https://www.raspberrypi.org/forums/memberlist,37,"Tue Apr 19, 2016 2:36 am",,
WebProxy,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=144970,48,OBrown,https://www.raspberrypi.org/forums/memberlist,0,"Mon Apr 18, 2016 1:28 pm",,
I need help with iptables/portforwarding,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=144963,76,Moppen,https://www.raspberrypi.org/forums/memberlist,0,"Mon Apr 18, 2016 12:39 pm",,
Samba Performance,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=13695,117002,beatmag,https://www.raspberrypi.org/forums/memberlist,163,"Mon Apr 18, 2016 7:25 am",,
Use rPi as a Time Capsule - another method,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=47029,54646,danb35,https://www.raspberrypi.org/forums/memberlist,40,"Sun Apr 17, 2016 4:08 pm",,
Accessing SSH outside local network,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=20826,72247,snoborox,https://www.raspberrypi.org/forums/memberlist,35,"Sun Apr 17, 2016 1:11 pm",,
Attempting to mount Win10 dir without password,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=144827,100,some_evil,https://www.raspberrypi.org/forums/memberlist,1,"Sun Apr 17, 2016 12:17 pm",,
403 Forbidden when accessing the webserver,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=144792,187,Da9L,https://www.raspberrypi.org/forums/memberlist,2,"Sun Apr 17, 2016 1:10 am",,
Re: The projects list. Look here for some ideas.,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=2306,254471,Jessie,https://www.raspberrypi.org/forums/memberlist,219,"Fri Apr 15, 2016 7:23 am",,
Beta Boards mechanical data,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=2213,46077,Gert van Loo,https://www.raspberrypi.org/forums/memberlist,72,"Wed May 01, 2013 1:31 pm",,
"Modifying a 3.5"" car display for USB power.",https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=17651,111194,AndyA,https://www.raspberrypi.org/forums/memberlist,373,"Thu Apr 21, 2016 11:09 pm",,
[Project] MiniKali - The Hacking on the Go Device,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=145048,119,Guidofski,https://www.raspberrypi.org/forums/memberlist,1,"Thu Apr 21, 2016 10:41 pm",,
RPi Information Screen for Official Raspberry Pi D,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=121392,11116,elParaguayo,https://www.raspberrypi.org/forums/memberlist,121,"Thu Apr 21, 2016 9:40 pm",,
B+ controlling Ws2801 Help needed.,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=144450,114,Dunc100,https://www.raspberrypi.org/forums/memberlist,3,"Thu Apr 21, 2016 5:54 pm",,
Sight for the Blind for <100$,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=49634,43162,mikey11,https://www.raspberrypi.org/forums/memberlist,658,"Thu Apr 21, 2016 4:27 pm",,
Simple POTS/PSTN VoIP bridge,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=40326,23212,PlinyTheElder,https://www.raspberrypi.org/forums/memberlist,15,"Thu Apr 21, 2016 3:23 pm",,
PixelBrick - Real Time Train/Bus/Weather Monitorin,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=145153,95,jklondon,https://www.raspberrypi.org/forums/memberlist,2,"Thu Apr 21, 2016 2:02 pm",,
Screenly OSE -- Digital Signage for the Raspberry ,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=12396,138317,vpetersson,https://www.raspberrypi.org/forums/memberlist,776,"Thu Apr 21, 2016 10:36 am",,
RGB LED Multiplexing,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=145371,58,Edharley2001,https://www.raspberrypi.org/forums/memberlist,0,"Thu Apr 21, 2016 9:38 am",,
Pi inside TI bodu,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=145269,58,Kooshdadi,https://www.raspberrypi.org/forums/memberlist,2,"Wed Apr 20, 2016 3:19 pm",,
iCarus - Raspberry Pi Car PC kit,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=84404,22788,CarPC,https://www.raspberrypi.org/forums/memberlist,16,"Wed Apr 20, 2016 2:33 pm",,
Cmputer System Security Project,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=145238,22,Raja Hizami,https://www.raspberrypi.org/forums/memberlist,0,"Wed Apr 20, 2016 10:33 am",,
USB hub mod,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=145136,205,The_Handy_Andy,https://www.raspberrypi.org/forums/memberlist,4,"Tue Apr 19, 2016 6:20 pm",,
Raspberry Pi VR glasses for under $75,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=145150,80,Scott_Tank,https://www.raspberrypi.org/forums/memberlist,0,"Tue Apr 19, 2016 5:53 pm",,
wall mounted google calendar - wifi in android any,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=145060,212,javoiles,https://www.raspberrypi.org/forums/memberlist,2,"Tue Apr 19, 2016 11:18 am",,
PA system bell timer - lost newbie,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=145062,17,Billy_Shears,https://www.raspberrypi.org/forums/memberlist,0,"Tue Apr 19, 2016 1:33 am",,
Carputer functions,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=113838,469,lewist57,https://www.raspberrypi.org/forums/memberlist,2,"Mon Apr 18, 2016 8:49 pm",,
[Tutorial] Use PI on the go!,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=144975,96,ed_rockstarguy,https://www.raspberrypi.org/forums/memberlist,0,"Mon Apr 18, 2016 1:49 pm",,
Can linux software work?,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=144865,241,Leumas,https://www.raspberrypi.org/forums/memberlist,2,"Mon Apr 18, 2016 6:30 am",,
Raspberry Pi as a VPN Client,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=144911,102,thedoctoroftech,https://www.raspberrypi.org/forums/memberlist,0,"Sun Apr 17, 2016 11:54 pm",,
Designing printed circuit boards,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=144779,325,HyFy,https://www.raspberrypi.org/forums/memberlist,4,"Sun Apr 17, 2016 10:04 pm",,
Raspberry Pi based laptop in a plywood box,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=140306,280,esantanche,https://www.raspberrypi.org/forums/memberlist,3,"Sun Apr 17, 2016 5:17 pm",,
Pi Zero peripheral wiring strangeness,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=144749,344,Witchy,https://www.raspberrypi.org/forums/memberlist,5,"Sun Apr 17, 2016 12:27 pm",,
Monitoring electrical device activation times,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145435&sid=4a31c39b43e1d32dbcfe8b49b1266673,5,aspa,https://www.raspberrypi.org/forums/memberlist,0,"Thu Apr 21, 2016 7:33 pm",,
Web based control interface,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145416&sid=4a31c39b43e1d32dbcfe8b49b1266673,92,rovguy1974,https://www.raspberrypi.org/forums/memberlist,3,"Thu Apr 21, 2016 5:50 pm",,
RPi 3 M.B - Arduino BT Communication,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145415&sid=4a31c39b43e1d32dbcfe8b49b1266673,11,Alex1203,https://www.raspberrypi.org/forums/memberlist,0,"Thu Apr 21, 2016 4:48 pm",,
PCF8591P and 50-70mV difference,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145378&sid=4a31c39b43e1d32dbcfe8b49b1266673,48,rpifreeze,https://www.raspberrypi.org/forums/memberlist,1,"Thu Apr 21, 2016 3:14 pm",,
Best Practice: Serial Communication With Arduino?,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145278&sid=4a31c39b43e1d32dbcfe8b49b1266673,219,alfista2600,https://www.raspberrypi.org/forums/memberlist,3,"Thu Apr 21, 2016 2:00 pm",,
Monitor pH levels,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=144987&sid=4a31c39b43e1d32dbcfe8b49b1266673,280,pilotman2012,https://www.raspberrypi.org/forums/memberlist,5,"Thu Apr 21, 2016 1:12 pm",,
Streaming Video to PC running OpenCV,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=97739&sid=4a31c39b43e1d32dbcfe8b49b1266673,1788,DanL,https://www.raspberrypi.org/forums/memberlist,8,"Thu Apr 21, 2016 12:25 pm",,
Hacking 10-pin IR Camera?,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145304&sid=4a31c39b43e1d32dbcfe8b49b1266673,107,jeremyqmartin,https://www.raspberrypi.org/forums/memberlist,1,"Thu Apr 21, 2016 10:25 am",,
HC-SR505 Mini Infrared PIR Motion Sensor Woes,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145105&sid=4a31c39b43e1d32dbcfe8b49b1266673,201,piglet,https://www.raspberrypi.org/forums/memberlist,3,"Thu Apr 21, 2016 9:14 am",,
