post_author,post_author_link,post_content,post_time,author_postCount,author_joinDate,post_head
fileinster,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=170704,"Hi,

From the back of the RBT it seems to suggest that the control circuit is running at 24V behind a relay; if I installed a step down converter to bring it down to 3V would that work to connect to the Pi?"," Mon Dec 28, 2015 12:59 pm",2,"Mon Dec 28, 2015 4:19 am","Automating a mains run back timer"
FilipM,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=66715,"Hello,

My friends and me have been working on project like this for a while now, what it does is using Python's urllib2 for making GET requests to PHP script which is inserting it to MySql database. After that, data is displayed in graph. You can read more about the project here: viewtopic.php?f=37&t=53345 and test it here: http://t.enytstudio.com/

Thank you,
-Filip"," Tue Aug 20, 2013 6:46 am",2,"Fri Apr 19, 2013 1:32 pm","Raspberry Pi GPIO data to mySQL"
filmschoolgeek,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=65909,"Hi,

I'm a specializing in Camera movement and stability at Uni next semester, i want to build a steadycam unit based on the Freefly MoVI using brushless motors and thought about using a Raspberry PI instead of the normal controllers that most copters use.

How do you connect the motors to your Pi? what software are you using to run them? you might have already stated this in the posts above but i am a layman when it comes to these things.

hope you can help"," Sun Apr 14, 2013 12:48 am",1,"Sun Apr 14, 2013 12:18 am","Quadcopter+Raspberry Pi = PiCopter"
FineArtshark,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=143167,"KenT wrote:
[pipresents-gapless] has OSC. You can sense a digital input in one PP and send an OSC command to start a show in another PP.

Alternativley build a small bit of electronics to send the logic signal from the PIR by wire to the other side of the room. The main consideration will be noise in the long wires so converting the 3.3 volts from the PIR to something greater and with a lower output impedance may be necessary.


Thanks KenT,

I was hoping there was a way for me to send the signal via a WIFI network I set up. This is going to be a gallery installation and my ambition is to make the screen pieces quite discreet, so running wires and such up walls, across the ceiling and to another Pi would defeat the purpose.

I will look into remote OSC triggering, if there is any networking tips or resolutions that could be suggested? I would love some input on those as well."," Tue Dec 01, 2015 11:02 am",7,"Tue Apr 07, 2015 5:31 pm","Raspberry Pi Powered interactive video instal"
finnisoestela,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=130335,"2011dkang1 did you ever get it going or get any response from Friso?"," Wed Jan 07, 2015 12:56 pm",1,"Mon Jan 05, 2015 2:36 pm","WiFi and Bluetooth device detection"
FIrstStepAutomation,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=186368,"Thank you. I will for such a relay.

Regards"," Mon Apr 11, 2016 6:48 am",2,"Sun Apr 10, 2016 12:16 pm","Need help with doorbell project"
fitzy89,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=76657,"Hello all

Apologies that this has probably been asked time and time again but with so many options out there I'm finding it hard to find the best solution for my needs and I was hoping for some user input.

I am looking to do some basic home automation, my needs are:
Control 433mhz switches using the cheap 433 transmitter boards (ideally not a commercial 'gateway' product)
Monitor energy consumption of circuits (using CT sensors on individual circuits in the fuse board)
Monitor temperatures of rooms (either using some form of wireless sensors or Pi Zero's when they are available)
Configure actions based on rules (e.g. if temperature below 10 degrees, turn on heater in that room via 433mhz switch)
Possibly display/record video feeds or trigger actions from IP cameras (ONVIF or MJPEG streams)

Those are the basic functions I would like to achieve, I have got a load of 433mhz remote sockets already that I would like to use. I have already tried Domoticz but I found it difficult to integrate with the 433mhz without buying a gateway device, I was only able to control a single device from the 433mhz transmitter that I've got as it wasn't well-supported.

I'm not a programmer of any kind so building something myself wouldn't be a possibility but I could possibly do minor modifications to an existing software to make it suit my needs. I'm very much on a budget and I'm hoping a system like this will allow me to save money by keeping a better eye on consumption and energy costs, and turning off devices when not in use (e.g. when a webcam does not detect motion in a room, it will turn off the light for example) so I'm trying to keep my initial costs on hardware to a minimum as much as is possible. I'm very much hoping to use the Pi's functionality and GPIO with cheap component sensors as much as possible, I've got several Pi's so having one in each room with necessary sensors connected would easily be possible

What software would you suggest is a good starting point for such a system?"," Mon Mar 28, 2016 12:05 pm",17,"Mon Jul 15, 2013 3:27 am","Pre-built home automation OS suggestions"
fjk,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=28427,"Hello,

im trying to build something similar but this ORP probes was to expensive to me, so cheapest option that I found is
http://www.sparkyswidgets.com/product/miniph/, and cheapest ph probe from ebay.
Im successfully take readings from probe by i2c, but im not strong enough in programming to make calibration script."," Mon Mar 17, 2014 12:35 pm",4,"Tue Jul 31, 2012 11:27 am","Aquarium monitor"
fkhan,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=176803,"Hey

I'm trying to use an analog sensor with my RaspberryPi . on further reading i found that RPi doesn't support analogRead().

Can someone suggest how do i use this sensor .Is it necessary to use ADC to get the input to the RPi. If yes then how do i go about it.
Is there any inbuilt library or function in wiringPi which i could include in my program to get analog input.

Thanks!"," Mon Feb 22, 2016 10:42 pm",7,"Tue Feb 09, 2016 3:50 am","analogRead() in wiringPi"
Flausch,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=147433,"I did some further joystick testing yesterday:

I unplugged my wireless keyboard-mouse combination and used a single wired keyboard. I also unplugged my xbox-gamepad and left only the two GPIO-Joysticks.

Because it is not possible to use these joysticks inside Retropie (not enough buttons), I quit to console and started UAE4ALL2 manually.

And guess what? I could start Great Courts II and play a two player game with both joysticks.

This was my expected behaviour after looking at the source code of the init function for joysticks:
CODE: SELECT ALL
if (nr_joysticks > 0)
    {
      uae4all_joy0 = SDL_JoystickOpen (0);
    }
    if (nr_joysticks > 1)
    {
      uae4all_joy1 = SDL_JoystickOpen (1);
    }

No matter what, port 0 is mapped hard to /dev/input/js0 and port 1 is mapped to /dev/input/js1.

In tests before, js0 was my xbox pad and there was some strange behaviour when a mouse was conntected, which got mapped to port 0 too somehow, but also blocked port 1. So my GPIO joysticks got ignored, because they were not the first two devices.

In yesterdays test one GPIO-Joystick was js0, the other was js1 and no other devices were conntected. Et voilÃ ... working!
But this is a terrible workaround.

The solution is to change the joystick init function and map it by the configuration gui. All that has to be done there, is to list every connected device (getting number of devices by SDL_NumJoysticks () and list names by SDL_JoystickName(joystick)). Then let the user choose which devices to use for each port.

My test was done using chips UAE4ALL2 version 5. I had some problems with UAE4ARM (no button click), which needs some further testing.
But the more I get into the source code, the more I get the impression this will not be too hard to fix. No magic needed..."," Wed May 20, 2015 12:09 am",12,"Wed May 13, 2015 2:15 am","Uae4arm: Amiga emulator with JIT and DispmanX"
fleebow8,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=125090,"Yep exactly!"," Sun Nov 29, 2015 6:27 am",67,"Sun Nov 09, 2014 9:07 am","RPi as SSH server"
Fletch121,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=180051,"Finally managed to get the bridge/hotspot up and running on the Pi3. I used the tutorial provided here https://learn.adafruit.com/setting-up-a ... t/overview and modifed the hostapd config to hash out the line including the driver to get the onboard wifi into AP mode(Info courtesy of DirkS and PiPuppy) . Im now getting my full broadband speeds through the Pi which is 30Mbps down and 4Mbps up. Hope it helps"," Sat Mar 05, 2016 9:25 am",4,"Thu Mar 03, 2016 12:31 pm","Raspberry Pi 3 WiFI hotspot?"
Fliegerfaust,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=174932,"So I'm completly new to those Single Board Computers but I want to get into it

So before I start I tell you about my Situation. I'm 16 years old and I'm still living at home so I have just one room !

I thought about controlling my sockets and my Jalousie.

I have a Touchscreen which I would have put next to my door and connect it with my rasp. As next thing I would have bought a cheap 433 mhz sender which could control all those cheap ebay remote sockets and I found a Jalousie thing which also works on 433mhz.

Would that work as I thought about it or is there a better way to control it ? Not sure doe if 433mhz freqruenzy is that good as everyone could control my stuff with a unversial remote .

Every Idea is appreiciated

btw not sure if this sub forum is also Questioning or not , if not please move it , thanks!"," Mon Jan 25, 2016 2:17 pm",1,"Mon Jan 25, 2016 2:12 pm","Home Automation. Need some Ideas"
floob,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=121634,"I'd try this one:
https://github.com/retropie/retropie-se ... stallation"," Sat Apr 23, 2016 1:33 pm",22,"Sun Sep 28, 2014 1:10 pm","need help installing retropie for the first t"
